Code Domaine,Domaine,Code Pays,Pays,Code Élément,Élément,Code Produit,Produit,Code Année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires","202","Afrique du Sud","645","Disponibilité alimentaire en quantité (kg/personne/an)","2547","Pois","2013","2013","kg","0.26","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","202","Afrique du Sud","645","Disponibilité alimentaire en quantité (kg/personne/an)","2549","Légumineuses Autres","2013","2013","kg","0.23","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","202","Afrique du Sud","645","Disponibilité alimentaire en quantité (kg/personne/an)","2551","Noix","2013","2013","kg","0.33","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","202","Afrique du Sud","645","Disponibilité alimentaire en quantité (kg/personne/an)","2555","Soja","2013","2013","kg","1.27","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","202","Afrique du Sud","645","Disponibilité alimentaire en quantité (kg/personne/an)","2556","Arachides Decortiquees","2013","2013","kg","0.71","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","202","Afrique du Sud","645","Disponibilité alimentaire en quantité (kg/personne/an)","2558","Graines Colza/Moutarde","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","202","Afrique du Sud","645","Disponibilité alimentaire en quantité (kg/personne/an)","2560","Coco (Incl Coprah)","2013","2013","kg","0.46","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","202","Afrique du Sud","645","Disponibilité alimentaire en quantité (kg/personne/an)","2563","Olives","2013","2013","kg","0.02","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","202","Afrique du Sud","645","Disponibilité alimentaire en quantité (kg/personne/an)","2570","Plantes Oleiferes, Autre","2013","2013","kg","0","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","202","Afrique du Sud","645","Disponibilité alimentaire en quantité (kg/personne/an)","2571","Huile de Soja","2013","2013","kg","4.5","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","202","Afrique du Sud","645","Disponibilité alimentaire en quantité (kg/personne/an)","2572","Huile d'Arachide","2013","2013","kg","0.21","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","202","Afrique du Sud","645","Disponibilité alimentaire en quantité (kg/personne/an)","2573","Huile de Tournesol","2013","2013","kg","5.19","Fc","Donnée calculée"
